# 7: BIG_BENCH query19
13 0 0
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 12: BIG_BENCH query24
19 64 345
Reducer17 3 NY HK BA
Map18 1 HK
Reducer16 2 NY FL
Reducer15 1 HK
Map19 1 HK
Reducer10 3 LA NY FL
Reducer4 3 HK BA FL
Map1 1 LA
Reducer7 1 LA
Reducer9 3 FL LA BA
Reducer14 1 HK
Map13 1 LA
Reducer8 1 NY
Map11 1 NY
Map12 1 HK
Map5 1 LA
Reducer3 1 NY
Map6 1 BA
Reducer2 1 FL
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 8: BIG_BENCH query1
6 65 345
Reducer5 1 BA
Reducer4 1 FL
Map1 1 NY
Map6 1 LA
Reducer3 1 HK
Reducer2 1 LA
5
Reducer4 Reducer5 72
Map1 Reducer2 242
Map6 Reducer2 213
Reducer3 Reducer4 170
Reducer2 Reducer3 524
# 14: BIG_BENCH query27
2 66 347
Map1 1 LA
Reducer2 1 LA
1
Map1 Reducer2 56
# 6: BIG_BENCH query17
25 67 348
Map20 1 HK
Map1 1 FL
Map21 1 NY
Map24 1 NY
Map25 1 FL
Map22 1 LA
Map23 1 LA
Map8 1 HK
Map9 1 NY
Reducer18 1 HK
Reducer17 1 NY
Reducer16 1 LA
Reducer15 1 LA
Reducer19 1 BA
Reducer5 1 NY
Reducer4 1 NY
Map10 1 LA
Reducer7 1 NY
Reducer6 1 LA
Map13 1 BA
Map14 1 FL
Map11 1 HK
Map12 1 NY
Reducer3 1 BA
Reducer2 1 BA
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 17: BIG_BENCH query4
5 68 351
Map1 1 BA
Reducer4 1 NY
Map5 1 FL
Reducer3 1 BA
Reducer2 1 FL
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 2: BIG_BENCH query12
9 69 352
Reducer5 1 NY
Reducer4 1 HK
Map1 1 FL
Reducer8 1 FL
Map9 1 LA
Reducer3 1 NY
Map6 1 FL
Reducer2 1 NY
Map7 1 LA
8
Reducer4 Reducer5 1
Map1 Reducer2 634
Reducer8 Reducer3 53
Map9 Reducer8 35
Reducer3 Reducer4 35
Map6 Reducer2 34
Reducer2 Reducer3 51
Map7 Reducer8 54
# 19: BIG_BENCH query7
11 70 353
Reducer5 1 FL
Map1 1 NY
Reducer4 1 BA
Map10 1 BA
Reducer6 1 BA
Map8 1 FL
Map9 1 HK
Map4 1 LA
Reducer3 1 NY
Reducer2 1 LA
Map7 1 LA
9
Reducer5 Reducer6 11
Map1 Reducer2 1
Reducer4 Reducer5 2877
Map10 Reducer4 1434
Map8 Reducer3 83
Map9 Reducer3 3
Reducer3 Reducer4 1438
Reducer2 Reducer3 3
Map7 Reducer2 1
# 10: BIG_BENCH query21
16 71 356
Map15 1 BA
Map16 1 NY
Reducer5 1 BA
Map1 1 HK
Map10 1 FL
Reducer4 1 LA
Reducer7 1 LA
Reducer6 1 HK
Map13 1 NY
Reducer9 1 LA
Map14 1 FL
Reducer8 1 NY
Map11 1 LA
Map12 1 HK
Reducer3 1 BA
Reducer2 1 LA
15
Map15 Reducer6 26
Map16 Reducer7 148
Reducer5 Reducer6 26
Map1 Reducer2 904
Map10 Reducer2 853
Reducer4 Reducer5 915
Reducer7 Reducer8 293
Reducer6 Reducer7 186
Map13 Reducer5 1
Map14 Reducer6 27
Reducer8 Reducer9 1
Map11 Reducer3 1878
Map12 Reducer4 916
Reducer3 Reducer4 2734
Reducer2 Reducer3 2640
# 17: BIG_BENCH query4
5 72 359
Map1 1 NY
Reducer4 1 HK
Map5 1 LA
Reducer3 1 LA
Reducer2 1 LA
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 12: BIG_BENCH query24
19 73 362
Reducer17 3 HK NY FL
Map18 1 BA
Reducer16 2 HK FL
Reducer15 1 BA
Map19 1 HK
Reducer10 3 NY LA HK
Reducer4 3 FL NY HK
Map1 1 HK
Reducer7 1 BA
Reducer9 3 FL NY LA
Reducer14 1 HK
Map13 1 FL
Reducer8 1 LA
Map11 1 HK
Map12 1 NY
Map5 1 LA
Reducer3 1 FL
Map6 1 FL
Reducer2 1 BA
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 9: BIG_BENCH query20
6 74 367
Map1 1 FL
Reducer4 3 FL HK LA
Reducer6 1 LA
Map5 1 HK
Reducer3 2 FL LA
Reducer2 3 BA NY HK
5
Map1 Reducer2 601
Reducer6 Reducer3 9
Map5 Reducer6 47
Reducer3 Reducer4 1870
Reducer2 Reducer3 339
# 12: BIG_BENCH query24
19 75 379
Reducer17 3 LA BA HK
Map18 1 BA
Reducer16 2 NY LA
Reducer15 1 FL
Map19 1 BA
Reducer10 3 HK BA NY
Reducer4 3 LA FL NY
Map1 1 BA
Reducer7 1 FL
Reducer9 3 FL LA BA
Reducer14 1 NY
Map13 1 HK
Reducer8 1 BA
Map11 1 LA
Map12 1 LA
Map5 1 NY
Reducer3 1 HK
Map6 1 LA
Reducer2 1 NY
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 3: BIG_BENCH query14
10 76 379
Map1 1 BA
Map10 1 LA
Reducer7 1 LA
Map3 1 HK
Map8 1 HK
Map9 1 LA
Map4 1 FL
Map5 1 LA
Map6 1 FL
Reducer2 1 FL
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 12: BIG_BENCH query24
19 77 383
Reducer17 3 NY LA HK
Map18 1 FL
Reducer16 2 NY HK
Reducer15 1 FL
Map19 1 FL
Reducer10 3 NY BA LA
Reducer4 3 FL NY BA
Map1 1 BA
Reducer7 1 LA
Reducer9 3 BA HK NY
Reducer14 1 BA
Map13 1 BA
Reducer8 1 HK
Map11 1 HK
Map12 1 FL
Map5 1 BA
Reducer3 1 HK
Map6 1 NY
Reducer2 1 FL
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 0: BIG_BENCH query10
2 78 384
Map1 1 NY
Reducer2 1 BA
1
Map1 Reducer2 56
# 11: BIG_BENCH query22
7 79 385
Map1 1 HK
Reducer4 1 BA
Map5 1 HK
Map6 1 FL
Reducer3 1 NY
Map7 1 NY
Reducer2 1 LA
6
Map1 Reducer2 1276
Map5 Reducer2 1113
Map6 Reducer2 1113
Reducer3 Reducer4 2
Map7 Reducer2 1113
Reducer2 Reducer3 4456
# 18: BIG_BENCH query6
11 80 395
Reducer5 1 FL
Reducer4 1 BA
Map10 1 NY
Map1 1 FL
Reducer9 1 FL
Reducer8 2 FL LA
Map11 1 HK
Reducer3 1 LA
Map6 1 HK
Map7 1 NY
Reducer2 1 BA
10
Reducer4 Reducer5 207
Map10 Reducer8 393
Map1 Reducer2 1514
Reducer9 Reducer4 101
Reducer8 Reducer9 886
Map11 Reducer4 70
Reducer3 Reducer4 68
Map6 Reducer2 1516
Map7 Reducer8 643
Reducer2 Reducer3 3029
# 13: BIG_BENCH query26
4 81 398
Map1 1 FL
Map4 1 BA
Reducer3 2 FL BA
Reducer2 1 BA
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 6: BIG_BENCH query17
25 82 399
Map20 1 NY
Map1 1 BA
Map21 1 HK
Map24 1 LA
Map25 1 LA
Map22 1 HK
Map23 1 LA
Map8 1 BA
Map9 1 BA
Reducer18 1 NY
Reducer17 1 LA
Reducer16 1 BA
Reducer15 1 LA
Reducer19 1 NY
Reducer5 1 HK
Reducer4 1 BA
Map10 1 FL
Reducer7 1 BA
Reducer6 1 FL
Map13 1 BA
Map14 1 BA
Map11 1 FL
Map12 1 BA
Reducer3 1 NY
Reducer2 1 LA
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 2: BIG_BENCH query12
9 83 401
Reducer5 1 NY
Reducer4 1 HK
Map1 1 HK
Reducer8 1 FL
Map9 1 LA
Reducer3 1 NY
Map6 1 HK
Reducer2 1 FL
Map7 1 FL
8
Reducer4 Reducer5 1
Map1 Reducer2 634
Reducer8 Reducer3 53
Map9 Reducer8 35
Reducer3 Reducer4 35
Map6 Reducer2 34
Reducer2 Reducer3 51
Map7 Reducer8 54
# 12: BIG_BENCH query24
19 84 401
Reducer17 3 BA NY LA
Map18 1 LA
Reducer16 2 BA FL
Reducer15 1 FL
Map19 1 HK
Reducer10 3 NY HK FL
Reducer4 3 NY LA FL
Map1 1 HK
Reducer7 1 LA
Reducer9 3 NY HK LA
Reducer14 1 FL
Map13 1 LA
Reducer8 1 LA
Map11 1 BA
Map12 1 NY
Map5 1 HK
Reducer3 1 NY
Map6 1 FL
Reducer2 1 BA
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 13: BIG_BENCH query26
4 85 401
Map1 1 BA
Map4 1 HK
Reducer3 2 FL HK
Reducer2 1 BA
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 5: BIG_BENCH query16
9 86 401
Reducer5 1 BA
Reducer4 1 HK
Map1 1 NY
Map8 1 LA
Map9 1 HK
Map6 1 LA
Reducer3 1 LA
Map7 1 BA
Reducer2 1 HK
8
Reducer4 Reducer5 188
Map1 Reducer2 2816
Map8 Reducer3 376
Map9 Reducer3 376
Map6 Reducer2 2668
Reducer3 Reducer4 1638
Map7 Reducer3 376
Reducer2 Reducer3 1704
# 17: BIG_BENCH query4
5 87 404
Map1 1 FL
Reducer4 1 LA
Map5 1 BA
Reducer3 1 LA
Reducer2 1 FL
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 14: BIG_BENCH query27
2 88 404
Map1 1 LA
Reducer2 1 FL
1
Map1 Reducer2 56
# 20: BIG_BENCH query9
9 89 409
Reducer5 1 HK
Reducer4 1 HK
Map1 1 LA
Map8 1 NY
Map9 1 BA
Map6 1 NY
Reducer3 1 NY
Map7 1 NY
Reducer2 1 LA
8
Reducer4 Reducer5 224
Map1 Reducer2 1105
Map8 Reducer3 97
Map9 Reducer4 111
Map6 Reducer2 806
Reducer3 Reducer4 258
Map7 Reducer3 97
Reducer2 Reducer3 635
# 20: BIG_BENCH query9
9 90 410
Reducer5 1 NY
Reducer4 1 BA
Map1 1 LA
Map8 1 FL
Map9 1 HK
Map6 1 HK
Reducer3 1 HK
Map7 1 FL
Reducer2 1 NY
8
Reducer4 Reducer5 224
Map1 Reducer2 1105
Map8 Reducer3 97
Map9 Reducer4 111
Map6 Reducer2 806
Reducer3 Reducer4 258
Map7 Reducer3 97
Reducer2 Reducer3 635
# 19: BIG_BENCH query7
11 91 414
Reducer5 1 NY
Map1 1 LA
Reducer4 1 FL
Map10 1 LA
Reducer6 1 HK
Map8 1 HK
Map9 1 NY
Map4 1 FL
Reducer3 1 BA
Reducer2 1 NY
Map7 1 BA
9
Reducer5 Reducer6 11
Map1 Reducer2 1
Reducer4 Reducer5 2877
Map10 Reducer4 1434
Map8 Reducer3 83
Map9 Reducer3 3
Reducer3 Reducer4 1438
Reducer2 Reducer3 3
Map7 Reducer2 1
# 15: BIG_BENCH query2
5 92 416
Reducer5 1 BA
Reducer4 1 HK
Map1 1 BA
Reducer3 1 LA
Reducer2 1 BA
4
Reducer4 Reducer5 88
Map1 Reducer2 25669
Reducer3 Reducer4 3430
Reducer2 Reducer3 23890
# 5: BIG_BENCH query16
9 93 437
Reducer5 1 FL
Reducer4 1 LA
Map1 1 BA
Map8 1 BA
Map9 1 FL
Map6 1 HK
Reducer3 1 FL
Map7 1 NY
Reducer2 1 LA
8
Reducer4 Reducer5 188
Map1 Reducer2 2816
Map8 Reducer3 376
Map9 Reducer3 376
Map6 Reducer2 2668
Reducer3 Reducer4 1638
Map7 Reducer3 376
Reducer2 Reducer3 1704
# 3: BIG_BENCH query14
10 94 446
Map1 1 LA
Map10 1 NY
Reducer7 1 LA
Map3 1 HK
Map8 1 FL
Map9 1 FL
Map4 1 HK
Map5 1 HK
Map6 1 FL
Reducer2 1 BA
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 7: BIG_BENCH query19
13 95 463
Reducer5 1 NY
Map1 1 NY
Map10 1 LA
Reducer7 1 NY
Map3 1 HK
Reducer6 1 HK
Reducer9 1 FL
Map13 1 LA
Reducer12 1 FL
Map11 1 LA
Map8 1 NY
Map4 1 FL
Reducer2 1 NY
12
Reducer5 Reducer6 530
Map1 Reducer2 1
Map10 Reducer9 1
Map3 Reducer2 1
Reducer6 Reducer7 1598
Reducer9 Map11 10
Map13 Reducer6 535
Reducer12 Reducer6 535
Map11 Reducer12 25
Map8 Reducer9 1
Map4 Reducer5 100
Reducer2 Map4 100
# 17: BIG_BENCH query4
5 96 465
Map1 1 LA
Reducer4 1 LA
Map5 1 LA
Reducer3 1 HK
Reducer2 1 FL
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 15: BIG_BENCH query2
5 97 466
Reducer5 1 FL
Reducer4 1 LA
Map1 1 NY
Reducer3 1 HK
Reducer2 1 BA
4
Reducer4 Reducer5 88
Map1 Reducer2 25669
Reducer3 Reducer4 3430
Reducer2 Reducer3 23890
# 11: BIG_BENCH query22
7 98 468
Map1 1 FL
Reducer4 1 HK
Map5 1 HK
Map6 1 HK
Reducer3 1 NY
Map7 1 FL
Reducer2 1 FL
6
Map1 Reducer2 1276
Map5 Reducer2 1113
Map6 Reducer2 1113
Reducer3 Reducer4 2
Map7 Reducer2 1113
Reducer2 Reducer3 4456
# 12: BIG_BENCH query24
19 99 471
Reducer17 3 NY LA BA
Map18 1 HK
Reducer16 2 HK FL
Reducer15 1 BA
Map19 1 NY
Reducer10 3 BA LA FL
Reducer4 3 BA NY LA
Map1 1 FL
Reducer7 1 BA
Reducer9 3 BA FL LA
Reducer14 1 HK
Map13 1 BA
Reducer8 1 LA
Map11 1 LA
Map12 1 NY
Map5 1 FL
Reducer3 1 NY
Map6 1 BA
Reducer2 1 FL
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 5: BIG_BENCH query16
9 100 479
Reducer5 1 HK
Reducer4 1 NY
Map1 1 HK
Map8 1 LA
Map9 1 LA
Map6 1 HK
Reducer3 1 NY
Map7 1 BA
Reducer2 1 HK
8
Reducer4 Reducer5 188
Map1 Reducer2 2816
Map8 Reducer3 376
Map9 Reducer3 376
Map6 Reducer2 2668
Reducer3 Reducer4 1638
Map7 Reducer3 376
Reducer2 Reducer3 1704
# 11: BIG_BENCH query22
7 101 493
Map1 1 LA
Reducer4 1 NY
Map5 1 FL
Map6 1 LA
Reducer3 1 NY
Map7 1 LA
Reducer2 1 BA
6
Map1 Reducer2 1276
Map5 Reducer2 1113
Map6 Reducer2 1113
Reducer3 Reducer4 2
Map7 Reducer2 1113
Reducer2 Reducer3 4456
# 6: BIG_BENCH query17
25 102 505
Map20 1 LA
Map1 1 LA
Map21 1 NY
Map24 1 FL
Map25 1 HK
Map22 1 LA
Map23 1 NY
Map8 1 HK
Map9 1 NY
Reducer18 1 NY
Reducer17 1 FL
Reducer16 1 LA
Reducer15 1 HK
Reducer19 1 LA
Reducer5 1 NY
Reducer4 1 HK
Map10 1 HK
Reducer7 1 FL
Reducer6 1 FL
Map13 1 FL
Map14 1 FL
Map11 1 BA
Map12 1 BA
Reducer3 1 BA
Reducer2 1 NY
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 1: BIG_BENCH query11
7 103 506
Map1 1 HK
Reducer4 1 NY
Reducer7 2 BA NY
Map5 1 BA
Map6 1 LA
Reducer3 1 BA
Reducer2 1 NY
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 8: BIG_BENCH query1
6 104 507
Reducer5 1 FL
Reducer4 1 LA
Map1 1 BA
Map6 1 NY
Reducer3 1 LA
Reducer2 1 NY
5
Reducer4 Reducer5 72
Map1 Reducer2 242
Map6 Reducer2 213
Reducer3 Reducer4 170
Reducer2 Reducer3 524
# 3: BIG_BENCH query14
10 105 515
Map1 1 NY
Map10 1 BA
Reducer7 1 NY
Map3 1 LA
Map8 1 LA
Map9 1 NY
Map4 1 BA
Map5 1 BA
Map6 1 LA
Reducer2 1 HK
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 10: BIG_BENCH query21
16 106 517
Map15 1 LA
Map16 1 HK
Reducer5 1 BA
Map1 1 BA
Map10 1 FL
Reducer4 1 BA
Reducer7 1 FL
Reducer6 1 LA
Map13 1 LA
Reducer9 1 HK
Map14 1 LA
Reducer8 1 HK
Map11 1 LA
Map12 1 BA
Reducer3 1 BA
Reducer2 1 NY
15
Map15 Reducer6 26
Map16 Reducer7 148
Reducer5 Reducer6 26
Map1 Reducer2 904
Map10 Reducer2 853
Reducer4 Reducer5 915
Reducer7 Reducer8 293
Reducer6 Reducer7 186
Map13 Reducer5 1
Map14 Reducer6 27
Reducer8 Reducer9 1
Map11 Reducer3 1878
Map12 Reducer4 916
Reducer3 Reducer4 2734
Reducer2 Reducer3 2640
# 15: BIG_BENCH query2
5 107 520
Reducer5 1 FL
Reducer4 1 FL
Map1 1 BA
Reducer3 1 NY
Reducer2 1 FL
4
Reducer4 Reducer5 88
Map1 Reducer2 25669
Reducer3 Reducer4 3430
Reducer2 Reducer3 23890
# 3: BIG_BENCH query14
10 108 525
Map1 1 FL
Map10 1 BA
Reducer7 1 NY
Map3 1 BA
Map8 1 LA
Map9 1 LA
Map4 1 HK
Map5 1 FL
Map6 1 FL
Reducer2 1 HK
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 1: BIG_BENCH query11
7 109 533
Map1 1 HK
Reducer4 1 LA
Reducer7 2 NY LA
Map5 1 NY
Map6 1 NY
Reducer3 1 FL
Reducer2 1 BA
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 12: BIG_BENCH query24
19 110 540
Reducer17 3 NY FL HK
Map18 1 NY
Reducer16 2 FL HK
Reducer15 1 NY
Map19 1 NY
Reducer10 3 LA BA FL
Reducer4 3 FL LA BA
Map1 1 FL
Reducer7 1 HK
Reducer9 3 BA NY HK
Reducer14 1 FL
Map13 1 BA
Reducer8 1 LA
Map11 1 HK
Map12 1 HK
Map5 1 NY
Reducer3 1 FL
Map6 1 FL
Reducer2 1 FL
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 7: BIG_BENCH query19
13 111 558
Reducer5 1 NY
Map1 1 HK
Map10 1 FL
Reducer7 1 HK
Map3 1 LA
Reducer6 1 HK
Reducer9 1 FL
Map13 1 NY
Reducer12 1 NY
Map11 1 BA
Map8 1 BA
Map4 1 FL
Reducer2 1 FL
12
Reducer5 Reducer6 530
Map1 Reducer2 1
Map10 Reducer9 1
Map3 Reducer2 1
Reducer6 Reducer7 1598
Reducer9 Map11 10
Map13 Reducer6 535
Reducer12 Reducer6 535
Map11 Reducer12 25
Map8 Reducer9 1
Map4 Reducer5 100
Reducer2 Map4 100
# 20: BIG_BENCH query9
9 112 572
Reducer5 1 FL
Reducer4 1 LA
Map1 1 NY
Map8 1 FL
Map9 1 BA
Map6 1 HK
Reducer3 1 NY
Map7 1 NY
Reducer2 1 BA
8
Reducer4 Reducer5 224
Map1 Reducer2 1105
Map8 Reducer3 97
Map9 Reducer4 111
Map6 Reducer2 806
Reducer3 Reducer4 258
Map7 Reducer3 97
Reducer2 Reducer3 635
# 15: BIG_BENCH query2
5 113 621
Reducer5 1 NY
Reducer4 1 NY
Map1 1 LA
Reducer3 1 HK
Reducer2 1 FL
4
Reducer4 Reducer5 88
Map1 Reducer2 25669
Reducer3 Reducer4 3430
Reducer2 Reducer3 23890
# 1: BIG_BENCH query11
7 114 624
Map1 1 FL
Reducer4 1 NY
Reducer7 2 BA LA
Map5 1 BA
Map6 1 FL
Reducer3 1 FL
Reducer2 1 BA
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 2: BIG_BENCH query12
9 115 624
Reducer5 1 HK
Reducer4 1 NY
Map1 1 BA
Reducer8 1 NY
Map9 1 LA
Reducer3 1 HK
Map6 1 NY
Reducer2 1 HK
Map7 1 LA
8
Reducer4 Reducer5 1
Map1 Reducer2 634
Reducer8 Reducer3 53
Map9 Reducer8 35
Reducer3 Reducer4 35
Map6 Reducer2 34
Reducer2 Reducer3 51
Map7 Reducer8 54
# 13: BIG_BENCH query26
4 116 624
Map1 1 HK
Map4 1 NY
Reducer3 2 HK LA
Reducer2 1 HK
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 7: BIG_BENCH query19
13 117 624
Reducer5 1 LA
Map1 1 HK
Map10 1 FL
Reducer7 1 LA
Map3 1 NY
Reducer6 1 FL
Reducer9 1 BA
Map13 1 HK
Reducer12 1 LA
Map11 1 BA
Map8 1 LA
Map4 1 FL
Reducer2 1 NY
12
Reducer5 Reducer6 530
Map1 Reducer2 1
Map10 Reducer9 1
Map3 Reducer2 1
Reducer6 Reducer7 1598
Reducer9 Map11 10
Map13 Reducer6 535
Reducer12 Reducer6 535
Map11 Reducer12 25
Map8 Reducer9 1
Map4 Reducer5 100
Reducer2 Map4 100
# 7: BIG_BENCH query19
13 118 625
Reducer5 1 BA
Map1 1 NY
Map10 1 NY
Reducer7 1 LA
Map3 1 FL
Reducer6 1 NY
Reducer9 1 NY
Map13 1 HK
Reducer12 1 LA
Map11 1 NY
Map8 1 HK
Map4 1 NY
Reducer2 1 FL
12
Reducer5 Reducer6 530
Map1 Reducer2 1
Map10 Reducer9 1
Map3 Reducer2 1
Reducer6 Reducer7 1598
Reducer9 Map11 10
Map13 Reducer6 535
Reducer12 Reducer6 535
Map11 Reducer12 25
Map8 Reducer9 1
Map4 Reducer5 100
Reducer2 Map4 100
# 3: BIG_BENCH query14
10 119 625
Map1 1 FL
Map10 1 BA
Reducer7 1 LA
Map3 1 NY
Map8 1 NY
Map9 1 NY
Map4 1 BA
Map5 1 NY
Map6 1 BA
Reducer2 1 HK
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 14: BIG_BENCH query27
2 120 625
